,스킬이름,타입,위력,포켓몬
5243,바람일으키기,비행,40,뷰티플라이
5244,흡수,풀,20,뷰티플라이
5245,저리가루,풀,0,뷰티플라이
5246,아침햇살,노말,0,뷰티플라이
5247,에어컷터,비행,60,뷰티플라이
5248,메가드레인,풀,40,뷰티플라이
5249,흡혈,벌레,80,뷰티플라이
5250,헤롱헤롱,노말,0,뷰티플라이
5251,날려버리기,노말,0,뷰티플라이
5252,기가드레인,풀,75,뷰티플라이
5253,벌레의야단법석,벌레,90,뷰티플라이
5254,방어,노말,0,뷰티플라이
5255,나비춤,벌레,0,뷰티플라이
5256,단단해지기,노말,0,카스쿤
5257,바람일으키기,비행,40,독케일
5258,단단해지기,노말,0,독케일
5259,몸통박치기,노말,40,독케일
5260,실뿜기,벌레,0,독케일
5261,독침,독,15,독케일
5262,벌레먹음,벌레,60,독케일
5263,바람일으키기,비행,40,독케일
5264,염동력,에스퍼,50,독케일
5265,독가루,독,0,독케일
5266,달의불빛,페어리,0,독케일
5267,베놈쇼크,독,65,독케일
5268,환상빔,에스퍼,65,독케일
5269,흡혈,벌레,80,독케일
5270,빛의장막,에스퍼,0,독케일
5271,날려버리기,노말,0,독케일
5272,맹독,독,0,독케일
5273,벌레의야단법석,벌레,90,독케일
5274,방어,노말,0,독케일
5275,나비춤,벌레,0,독케일
5276,놀래키기,고스트,30,연꽃몬
5277,울음소리,노말,0,연꽃몬
5278,흡수,풀,20,연꽃몬
5279,물대포,물,40,연꽃몬
5280,흰안개,얼음,0,연꽃몬
5281,메가드레인,풀,40,연꽃몬
5282,바둥바둥,노말,0,연꽃몬
5283,거품광선,물,65,연꽃몬
5284,씨뿌리기,풀,0,연꽃몬
5285,기가드레인,풀,75,연꽃몬
5286,비바라기,물,0,연꽃몬
5287,사념의박치기,에스퍼,80,연꽃몬
5288,에너지볼,풀,90,연꽃몬
5289,흔들흔들댄스,노말,0,로토스
5290,속이기,노말,40,로토스
5291,탁쳐서떨구기,악,65,로토스
5292,바둥바둥,노말,0,로토스
5293,놀래키기,고스트,30,로토스
5294,울음소리,노말,0,로토스
5295,흡수,풀,20,로토스
5296,물대포,물,40,로토스
5297,흰안개,얼음,0,로토스
5298,메가드레인,풀,40,로토스
5299,마구할퀴기,노말,18,로토스
5300,거품광선,물,65,로토스
5301,씨뿌리기,풀,0,로토스
5302,기가드레인,풀,75,로토스
5303,사념의박치기,에스퍼,80,로토스
5304,에너지볼,풀,90,로토스
5305,하이드로펌프,물,110,로토스
5306,속이기,노말,40,로파파
5307,거품광선,물,65,로파파
5308,비바라기,물,0,로파파
5309,울음소리,노말,0,로파파
5310,흰안개,얼음,0,로파파
5311,물대포,물,40,로파파
5312,하이드로펌프,물,110,로파파
5313,흡수,풀,20,로파파
5314,메가드레인,풀,40,로파파
5315,마구할퀴기,노말,18,로파파
5316,바둥바둥,노말,0,로파파
5317,탁쳐서떨구기,악,65,로파파
5318,흔들흔들댄스,노말,0,로파파
5319,놀래키기,고스트,30,로파파
5320,에너지볼,풀,90,로파파
5321,사념의박치기,에스퍼,80,로파파
5322,몸통박치기,노말,40,도토링
5323,단단해지기,노말,0,도토링
5324,흡수,풀,20,도토링
5325,놀래키기,고스트,30,도토링
5326,성장,노말,0,도토링
5327,구르기,바위,30,도토링
5328,메가드레인,풀,40,도토링
5329,보복,악,50,도토링
5330,박치기,노말,70,도토링
5331,쾌청,불꽃,0,도토링
5332,광합성,풀,0,도토링
5333,기습,악,70,도토링
5334,대폭발,노말,250,도토링
5335,에어커터,비행,60,잎새코
5336,트집,악,0,잎새코
5337,속이기,노말,40,잎새코
5338,뽐내기,노말,0,잎새코
5339,대폭발,노말,250,잎새코
5340,몸통박치기,노말,40,잎새코
5341,단단해지기,노말,0,잎새코
5342,흡수,풀,20,잎새코
5343,놀래키기,고스트,30,잎새코
5344,잎날가르기,풀,55,잎새코
5345,성장,노말,0,잎새코
5346,구르기,바위,30,잎새코
5347,메가드레인,풀,40,잎새코
5348,보복,악,50,잎새코
5349,광합성,풀,0,잎새코
5350,쾌청,불꽃,0,잎새코
5351,신통력,에스퍼,80,잎새코
5352,기습,악,70,잎새코
5353,리프블레이드,풀,90,잎새코
5354,에어커터,비행,60,다탱구
5355,폭풍,비행,110,다탱구
5356,보복,악,50,다탱구
5357,쾌청,불꽃,0,다탱구
5358,날려버리기,노말,0,다탱구
5359,몸통박치기,노말,40,다탱구
5360,흡수,풀,20,다탱구
5361,메가드레인,풀,40,다탱구
5362,성장,노말,0,다탱구
5363,잎날가르기,풀,55,다탱구
5364,단단해지기,노말,0,다탱구
5365,대폭발,노말,250,다탱구
5366,구르기,바위,30,다탱구
5367,뽐내기,노말,0,다탱구
5368,광합성,풀,0,다탱구
5369,집단구타,악,0,다탱구
5370,속이기,노말,40,다탱구
5371,트집,악,0,다탱구
5372,놀래키기,고스트,30,다탱구
5373,신통력,에스퍼,80,다탱구
5374,기습,악,70,다탱구
5375,리프블레이드,풀,90,다탱구
5376,쪼기,비행,35,테일로
5377,울음소리,노말,0,테일로
5378,기충전,노말,0,테일로
5379,전광석화,노말,40,테일로
5380,날개치기,비행,60,테일로
5381,그림자분신,노말,0,테일로
5382,제비반환,비행,60,테일로
5383,퍼스트가드,격투,0,테일로
5384,고속이동,에스퍼,0,테일로
5385,에어슬래시,비행,75,테일로
5386,죽기살기,노말,0,테일로
5387,브레이브버드,비행,120,테일로
5388,기사회생,격투,0,테일로
5389,브레이브버드,비행,120,스왈로
5390,에어슬래시,비행,75,스왈로
5391,쪼아대기,비행,60,스왈로
5392,쪼기,비행,35,스왈로
5393,울음소리,노말,0,스왈로
5394,기충전,노말,0,스왈로
5395,전광석화,노말,40,스왈로
5396,기충전,노말,0,스왈로
5397,전광석화,노말,40,스왈로
5398,날개치기,비행,60,스왈로
5399,그림자분신,노말,0,스왈로
5400,제비반환,비행,60,스왈로
5401,퍼스트가드,격투,0,스왈로
5402,고속이동,에스퍼,0,스왈로
5403,에어슬래시,비행,75,스왈로
5404,죽기살기,노말,0,스왈로
5405,브레이브버드,비행,120,스왈로
5406,기사회생,격투,0,스왈로
5407,울음소리,노말,0,갈모매
5408,물대포,물,40,갈모매
5409,전광석화,노말,40,갈모매
5410,초음파,노말,0,갈모매
5411,날개치기,비행,60,갈모매
5412,물의파동,물,60,갈모매
5413,고속이동,에스퍼,0,갈모매
5414,에어슬래시,비행,75,갈모매
5415,흰안개,얼음,0,갈모매
5416,날개쉬기,비행,0,갈모매
5417,폭풍,비행,110,갈모매
5418,방어,노말,0,패리퍼
5419,물붓기,물,0,패리퍼
5420,전광석화,노말,40,패리퍼
5421,고속이동,에스퍼,0,패리퍼
5422,에어슬래시,비행,75,패리퍼
5423,울음소리,노말,0,패리퍼
5424,물대포,물,40,패리퍼
5425,순풍,비행,0,패리퍼
5426,초음파,노말,0,패리퍼
5427,날개치기,비행,60,패리퍼
5428,물의파동,물,60,패리퍼
5429,비축하기,노말,0,패리퍼
5430,토해내기,노말,0,패리퍼
5431,꿀꺽,노말,0,패리퍼
5432,내던지기,악,0,패리퍼
5433,흰안개,얼음,0,패리퍼
5434,날개쉬기,비행,0,패리퍼
5435,폭풍,비행,110,패리퍼
5436,하이드로펌프,물,110,패리퍼
5437,울음소리,노말,0,랄토스
5438,차밍보이스,페어리,40,랄토스
5439,그림자분신,노말,0,랄토스
5440,염동력,에스퍼,50,랄토스
5441,최면술,에스퍼,0,랄토스
5442,드레인키스,페어리,50,랄토스
5443,순간이동,에스퍼,0,랄토스
5444,환상빔,에스퍼,65,랄토스
5445,생명의물방울,물,0,랄토스
5446,애교부리기,페어리,0,랄토스
5447,명상,에스퍼,0,랄토스
5448,사이코키네시스,에스퍼,90,랄토스
5449,치유파동,에스퍼,0,랄토스
5450,꿈먹기,에스퍼,100,랄토스
5451,미래예지,에스퍼,120,랄토스
5452,울음소리,노말,0,킬리아
5453,차밍보이스,페어리,40,킬리아
5454,그림자분신,노말,0,킬리아
5455,염동력,에스퍼,50,킬리아
5456,최면술,에스퍼,0,킬리아
5457,드레인키스,페어리,50,킬리아
5458,순간이동,에스퍼,0,킬리아
5459,환상빔,에스퍼,65,킬리아
5460,생명의물방울,물,0,킬리아
5461,애교부리기,페어리,0,킬리아
5462,명상,에스퍼,0,킬리아
5463,사이코키네시스,에스퍼,90,킬리아
5464,치유파동,에스퍼,0,킬리아
5465,꿈먹기,에스퍼,100,킬리아
5466,미래예지,에스퍼,120,킬리아
5467,미스트필드,페어리,0,가디안
5468,치유소원,에스퍼,0,가디안
5469,애교부리기,페어리,0,가디안
5470,매지컬플레임,불꽃,75,가디안
5471,치유파동,에스퍼,0,가디안
5472,울음소리,노말,0,가디안
5473,차밍보이스,페어리,40,가디안
5474,그림자분신,노말,0,가디안
5475,염동력,에스퍼,50,가디안
5476,매지컬샤인,페어리,80,가디안
5477,최면술,에스퍼,0,가디안
5478,드레인키스,페어리,50,가디안
5479,순간이동,에스퍼,0,가디안
5480,환상빔,에스퍼,65,가디안
5481,생명의물방울,물,0,가디안
5482,희망사항,노말,0,가디안
5483,명상,에스퍼,0,가디안
5484,사이코키네시스,에스퍼,90,가디안
5485,문포스,페어리,95,가디안
5486,꿈먹기,에스퍼,100,가디안
5487,미래예지,에스퍼,120,가디안
5488,물대포,물,40,비구술
5489,전광석화,노말,40,비구술
5490,달콤한향기,노말,0,비구술
5491,물붓기,물,0,비구술
5492,거품광선,물,65,비구술
5493,고속이동,에스퍼,0,비구술
5494,흰안개,얼음,0,비구술
5495,흑안개,얼음,0,비구술
5496,배턴터치,노말,0,비구술
5497,끈적끈적네트,벌레,0,비구술
5498,날려버리기,노말,0,비나방
5499,물대포,물,40,비나방
5500,전광석화,노말,40,비나방
5501,달콤한향기,노말,0,비나방
5502,물붓기,물,0,비나방
5503,바람일으키기,비행,40,비나방
5504,겁나는얼굴,노말,0,비나방
5505,에어커터,비행,60,비나방
5506,저리가루,풀,0,비나방
5507,에어슬래시,비행,75,비나방
5508,기가드레인,풀,75,비나방
5509,벌레의야단법석,벌레,90,비나방
5510,나비춤,벌레,0,비나방
5511,흡수,풀,20,버섯꼬
5512,몸통박치기,노말,40,버섯꼬
5513,저리가루,풀,0,버섯꼬
5514,씨뿌리기,풀,0,버섯꼬
5515,메가드레인,풀,40,버섯꼬
5516,박치기,노말,70,버섯꼬
5517,독가루,독,0,버섯꼬
5518,기가드레인,풀,75,버섯꼬
5519,성장,노말,0,버섯꼬
5520,맹독,독,0,버섯꼬
5521,씨폭탄,풀,80,버섯꼬
5522,버섯포자,풀,0,버섯꼬
5523,독가루,독,0,버섯모
5524,성장,노말,0,버섯모
5525,맹독,독,0,버섯모
5526,흡수,풀,20,버섯모
5527,몸통박치기,노말,40,버섯모
5528,저리가루,풀,0,버섯모
5529,씨뿌리기,풀,0,버섯모
5530,버섯포자,풀,0,버섯모
5531,마하펀치,격투,40,버섯모
5532,메가드레인,풀,40,버섯모
5533,박치기,노말,70,버섯모
5534,페인트,노말,30,버섯모
5535,카운터,격투,0,버섯모
5536,발경,격투,60,버섯모
5537,고민씨,풀,0,버섯모
5538,깨트리기,격투,75,버섯모
5539,씨폭탄,풀,80,버섯모
5540,폭발펀치,격투,100,버섯모
5541,힘껏펀치,격투,150,버섯모
5542,할퀴기,노말,40,게을로
5543,하품,노말,0,게을로
5544,앙코르,노말,0,게을로
5545,게으름피우기,노말,0,게을로
5546,박치기,노말,70,게을로
5547,망각술,에스퍼,0,게을로
5548,탐내기,노말,60,게을로
5549,지옥찌르기,악,80,게을로
5550,카운터,격투,0,게을로
5551,바둥바둥,노말,0,게을로
5552,치근거리기,페어리,90,게을로
5553,할퀴기,노말,40,발바로
5554,기충전,노말,0,발바로
5555,앙코르,노말,0,발바로
5556,소란피기,노말,90,발바로
5557,마구할퀴기,노말,18,발바로
5558,버티기,노말,0,발바로
5559,베어가르기,노말,70,발바로
5560,지옥찌르기,악,80,발바로
5561,카운터,격투,0,발바로
5562,힘껏펀치,격투,150,발바로
5563,기사회생,격투,0,발바로
5564,기습,악,70,게을킹
5565,할퀴기,노말,40,게을킹
5566,하품,노말,0,게을킹
5567,앙코르,노말,0,게을킹
5568,게으름피우기,노말,0,게을킹
5569,뽐내기,노말,0,게을킹
5570,망각술,에스퍼,0,게을킹
5571,탐내기,노말,60,게을킹
5572,지옥찌르기,악,80,게을킹
5573,카운터,격투,0,게을킹
5574,바둥바둥,노말,0,게을킹
5575,내던지기,악,0,게을킹
5576,메가톤킥,노말,120,게을킹
5577,암해머,격투,100,게을킹
5578,모래뿌리기,땅,0,토중몬
5579,할퀴기,노말,40,토중몬
5580,단단해지기,노말,0,토중몬
5581,칼등치기,노말,40,토중몬
5582,진흙뿌리기,땅,20,토중몬
5583,흡수,풀,20,토중몬
5584,메탈크로우,강철,50,토중몬
5585,마구할퀴기,노말,18,토중몬
5586,마음의눈,노말,0,토중몬
5587,구멍파기,땅,80,토중몬
5588,그림자분신,노말,0,아이스크
5589,싫은소리,노말,0,아이스크
5590,연속자르기,벌레,40,아이스크
5591,바톤터치,노말,0,아이스크
5592,제비반환,비행,60,아이스크
5593,진흙뿌리기,땅,20,아이스크
5594,메탈크로우,강철,50,아이스크
5595,구멍파기,땅,80,아이스크
5596,모래뿌리기,땅,0,아이스크
5597,할퀴기,노말,40,아이스크
5598,단단해지기,노말,0,아이스크
5599,칼등치기,노말,40,아이스크
5600,고속이동,에스퍼,0,아이스크
5601,흡수,풀,20,아이스크
5602,벌레먹음,벌레,60,아이스크
5603,마구할퀴기,노말,18,아이스크
5604,마음의눈,노말,0,아이스크
5605,베어가르기,노말,70,아이스크
5606,칼춤,노말,0,아이스크
5607,시저크로스,벌레,80,아이스크
5608,섀도크루,고스트,70,껍질몬
5609,원념,고스트,0,껍질몬
5610,진흙뿌리기,땅,20,껍질몬
5611,메탈크로우,강철,50,껍질몬
5612,구멍파기,땅,80,껍질몬
5613,할퀴기,노말,40,껍질몬
5614,모래뿌리기,땅,0,껍질몬
5615,단단해지기,노말,0,껍질몬
5616,칼등치기,노말,40,껍질몬
5617,이상한빛,고스트,0,껍질몬
5618,흡수,풀,20,껍질몬
5619,야습,고스트,40,껍질몬
5620,마구할퀴기,노말,18,껍질몬
5621,마음의눈,노말,0,껍질몬
5622,섀도볼,고스트,80,껍질몬
5623,원한,고스트,0,껍질몬
5624,고스트다이브,고스트,90,껍질몬
5625,놀래키기,고스트,30,소곤룡
5626,막치기,노말,40,소곤룡
5627,에코보이스,노말,40,소곤룡
5628,멀리짖음,노말,0,소곤룡
5629,잠자기,에스퍼,0,소곤룡
5630,잠꼬대,노말,0,소곤룡
5631,짓밟기,노말,65,소곤룡
5632,울부짖기,노말,0,소곤룡
5633,초음파,노말,0,소곤룡
5634,소란피기,노말,90,소곤룡
5635,싫은소리,노말,0,소곤룡
5636,하이퍼보이스,노말,90,소곤룡
5637,물기,악,60,노공룡
5638,놀래키기,고스트,30,노공룡
5639,막치기,노말,40,노공룡
5640,에코보이스,노말,40,노공룡
5641,멀리짖음,노말,0,노공룡
5642,잠자기,에스퍼,0,노공룡
5643,잠꼬대,노말,0,노공룡
5644,짓밟기,노말,65,노공룡
5645,울부짖기,노말,0,노공룡
5646,초음파,노말,0,노공룡
5647,소란피기,노말,90,노공룡
5648,싫은소리,노말,0,노공룡
5649,하이퍼보이스,노말,90,노공룡
5650,깨물어부수기,악,80,폭음룡
5651,물기,악,60,폭음룡
5652,얼음엄니,얼음,65,폭음룡
5653,불꽃엄니,불꽃,65,폭음룡
5654,번개엄니,전기,65,폭음룡
5655,놀래키기,고스트,30,폭음룡
5656,막치기,노말,40,폭음룡
5657,에코보이스,노말,40,폭음룡
5658,멀리짖음,노말,0,폭음룡
5659,잠자기,에스퍼,0,폭음룡
5660,잠꼬대,노말,0,폭음룡
5661,짓밟기,노말,65,폭음룡
5662,울부짖기,노말,0,폭음룡
5663,초음파,노말,0,폭음룡
5664,소란피기,노말,90,폭음룡
5665,싫은소리,노말,0,폭음룡
5666,하이퍼보이스,노말,90,폭음룡
5667,폭음파,노말,140,폭음룡
5668,파괴광선,노말,150,폭음룡
5669,몸통박치기,노말,40,마크탕
5670,기충전,노말,0,마크탕
5671,모래뿌리기,땅,0,마크탕
5672,손바닥치기,격투,15,마크탕
5673,속이기,노말,40,마크탕
5674,발경,격투,60,마크탕
5675,날려버리기,노말,0,마크탕
5676,탁쳐서떨구기,악,65,마크탕
5677,벌크업,격투,0,마크탕
5678,배북,노말,0,마크탕
5679,판별,격투,0,마크탕
5680,지구던지기,격투,0,마크탕
5681,힘껏펀치,격투,150,마크탕
5682,버티기,노말,0,마크탕
5683,인파이트,격투,120,마크탕
