,스킬이름,타입,위력,포켓몬
5592,불꽃세례,불꽃,40,아공이
5593,째려보기,노말,0,아공이
5594,물기,악,60,아공이
5595,용의숨결,드래곤,60,아공이
5596,박치기,노말,70,아공이
5597,겁나는얼굴,노말,0,아공이
5598,깨물어부수기,악,80,아공이
5599,드래곤클로,드래곤,80,아공이
5600,사념의박치기,에스퍼,80,아공이
5601,기충전,노말,0,아공이
5602,화염방사,불꽃,90,아공이
5603,역린,드래곤,120,아공이
5604,이판사판태클,노말,120,아공이
5605,불꽃세례,불꽃,40,쉘곤
5606,째려보기,노말,0,쉘곤
5607,물기,악,60,쉘곤
5608,용의숨결,드래곤,60,쉘곤
5609,방어,노말,0,쉘곤
5610,박치기,노말,70,쉘곤
5611,겁나는얼굴,노말,0,쉘곤
5612,깨물어부수기,악,80,쉘곤
5613,드래곤클로,드래곤,80,쉘곤
5614,사념의박치기,에스퍼,80,쉘곤
5615,기충전,노말,0,쉘곤
5616,화염방사,불꽃,90,쉘곤
5617,역린,드래곤,120,쉘곤
5618,이판사판태클,노말,120,쉘곤
5619,방어,노말,0,보만다
5620,드래곤테일,드래곤,60,보만다
5621,더블윙,비행,40,보만다
5622,날개쉬기,비행,0,보만다
5623,불꽃세례,불꽃,40,보만다
5624,째려보기,노말,0,보만다
5625,물기,악,60,보만다
5626,용의숨결,드래곤,60,보만다
5627,공중날기,비행,90,보만다
5628,박치기,노말,70,보만다
5629,겁나는얼굴,노말,0,보만다
5630,깨물어부수기,악,80,보만다
5631,드래곤클로,드래곤,80,보만다
5632,사념의박치기,에스퍼,80,보만다
5633,기충전,노말,0,보만다
5634,화염방사,불꽃,90,보만다
5635,역린,드래곤,120,보만다
5636,이판사판태클,노말,120,보만다
5637,몸통박치기,노말,40,메탕
5638,불릿펀치,강철,40,메탕구
5639,몸통박치기,노말,40,메탕구
5640,염동력,에스퍼,50,메탕구
5641,메탈클로,강철,50,메탕구
5642,사념의박치기,에스퍼,80,메탕구
5643,전자부유,전기,0,메탕구
5644,러스터캐논,강철,80,메탕구
5645,돌진,노말,90,메탕구
5646,사이코키네시스,에스퍼,90,메탕구
5647,겁나는얼굴,노말,0,메탕구
5648,코멧펀치,강철,90,메탕구
5649,철벽,강철,0,메탕구
5650,고속이동,에스퍼,0,메탕구
5651,파괴광선,노말,150,메탕구
5652,염동력,에스퍼,50,메타그로스
5653,메탈클로,강철,50,메타그로스
5654,불릿펀치,강철,40,메타그로스
5655,몸통박치기,노말,40,메타그로스
5656,대폭발,노말,250,메타그로스
5657,손톱갈기,악,0,메타그로스
5658,암해머,격투,100,메타그로스
5659,사념의박치기,에스퍼,80,메타그로스
5660,전자부유,전기,0,메타그로스
5661,러스터캐논,강철,80,메타그로스
5662,돌진,노말,90,메타그로스
5663,사이코키네시스,에스퍼,90,메타그로스
5664,겁나는얼굴,노말,0,메타그로스
5665,코멧펀치,강철,90,메타그로스
5666,철벽,강철,0,메타그로스
5667,고속이동,에스퍼,0,메타그로스
5668,파괴광선,노말,150,메타그로스
5669,차지빔,전기,50,레지락
5670,돌떨구기,바위,50,레지락
5671,땅고르기,땅,60,레지락
5672,원시의힘,바위,60,레지락
5673,짓밟기,노말,65,레지락
5674,스톤샤워,바위,75,레지락
5675,저주,고스트,0,레지락
5676,철벽,강철,0,레지락
5677,암해머,격투,100,레지락
5678,스톤에지,바위,100,레지락
5679,엄청난힘,격투,120,레지락
5680,록온,노말,0,레지락
5681,전자포,전기,120,레지락
5682,파괴광선,노말,150,레지락
5683,대폭발,노말,250,레지락
5684,차지빔,전기,50,레지아이스
5685,얼어붙은바람,얼음,55,레지아이스
5686,땅고르기,땅,60,레지아이스
5687,원시의힘,바위,60,레지아이스
5688,짓밟기,노말,65,레지아이스
5689,냉동빔,얼음,90,레지아이스
5690,저주,고스트,0,레지아이스
5691,망각술,에스퍼,0,레지아이스
5692,암해머,격투,100,레지아이스
5693,눈보라,얼음,110,레지아이스
5694,엄청난힘,격투,120,레지아이스
5695,록온,노말,0,레지아이스
5696,전자포,전기,120,레지아이스
5697,파괴광선,노말,150,레지아이스
5698,대폭발,노말,250,레지아이스
5699,차지빔,전기,50,레지스틸
5700,메탈클로,강철,50,레지스틸
5701,땅고르기,땅,60,레지스틸
5702,원시의힘,바위,60,레지스틸
5703,짓밟기,노말,65,레지스틸
5704,아이언헤드,강철,80,레지스틸
5705,러스터캐논,강철,80,레지스틸
5706,저주,고스트,0,레지스틸
5707,철벽,강철,0,레지스틸
5708,망각술,에스퍼,0,레지스틸
5709,암해머,격투,100,레지스틸
5710,헤비봄버,강철,0,레지스틸
5711,엄청난힘,격투,120,레지스틸
5712,록온,노말,0,레지스틸
5713,전자포,전기,120,레지스틸
5714,파괴광선,노말,150,레지스틸
5715,대폭발,노말,250,레지스틸
5716,어시스트파워,에스퍼,20,라티아스
5717,애교부리기,페어리,0,라티아스
5718,도우미,노말,0,라티아스
5719,HP회복,노말,0,라티아스
5720,염동력,에스퍼,50,라티아스
5721,순풍,비행,0,라티아스
5722,용의숨결,드래곤,60,라티아스
5723,희망사항,노말,0,라티아스
5724,미스트볼,에스퍼,95,라티아스
5725,사념의박치기,에스퍼,80,라티아스
5726,용의파동,드래곤,85,라티아스
5727,치유파동,에스퍼,0,라티아스
5728,미러타입,노말,0,라티아스
5729,사이코키네시스,에스퍼,90,라티아스
5730,가드셰어,에스퍼,0,라티아스
5731,치유소원,에스퍼,0,라티아스
5732,어시스트파워,에스퍼,20,라티오스
5733,용의춤,드래곤,0,라티오스
5734,도우미,노말,0,라티오스
5735,HP회복,노말,0,라티오스
5736,염동력,에스퍼,50,라티오스
5737,순풍,비행,0,라티오스
5738,용의숨결,드래곤,60,라티오스
5739,사이드체인지,에스퍼,0,라티오스
5740,러스터퍼지,에스퍼,95,라티오스
5741,사념의박치기,에스퍼,80,라티오스
5742,용의파동,드래곤,85,라티오스
5743,치유파동,에스퍼,0,라티오스
5744,심플빔,노말,0,라티오스
5745,사이코키네시스,에스퍼,90,라티오스
5746,파워셰어,에스퍼,0,라티오스
5747,추억의선물,악,0,라티오스
5748,근원의파동,물,110,가이오가
5749,물의파동,물,60,가이오가
5750,원시의힘,바위,60,가이오가
5751,누르기,노말,85,가이오가
5752,겁나는얼굴,노말,0,가이오가
5753,아쿠아테일,물,90,가이오가
5754,명상,에스퍼,0,가이오가
5755,탁류,물,90,가이오가
5756,냉동빔,얼음,90,가이오가
5757,절대영도,얼음,0,가이오가
5758,아쿠아링,물,0,가이오가
5759,하이드로펌프,물,110,가이오가
5760,이판사판태클,노말,120,가이오가
5761,해수스파우팅,물,150,가이오가
5762,단애의칼,땅,120,그란돈
5763,머드샷,땅,55,그란돈
5764,원시의힘,바위,60,그란돈
5765,분연,불꽃,80,그란돈
5766,겁나는얼굴,노말,0,그란돈
5767,대지의힘,땅,90,그란돈
5768,벌크업,격투,0,그란돈
5769,지진,땅,100,그란돈
5770,암해머,격투,100,그란돈
5771,땅가르기,땅,0,그란돈
5772,잠자기,에스퍼,0,그란돈
5773,불대문자,불꽃,110,그란돈
5774,솔라빔,풀,120,그란돈
5775,분화,불꽃,150,그란돈
5776,화룡점정,비행,120,레쿠쟈
5777,회오리,드래곤,40,레쿠쟈
5778,원시의힘,바위,60,레쿠쟈
5779,에어슬래시,비행,75,레쿠쟈
5780,겁나는얼굴,노말,0,레쿠쟈
5781,깨물어부수기,악,80,레쿠쟈
5782,용의춤,드래곤,0,레쿠쟈
5783,신속,노말,80,레쿠쟈
5784,용의파동,드래곤,85,레쿠쟈
5785,하이퍼보이스,노말,90,레쿠쟈
5786,잠자기,에스퍼,0,레쿠쟈
5787,공중날기,비행,90,레쿠쟈
5788,폭풍,비행,110,레쿠쟈
5789,역린,드래곤,120,레쿠쟈
5790,파괴광선,노말,150,레쿠쟈
5791,염동력,에스퍼,50,지라치
5792,희망사항,노말,0,지라치
5793,스피드스타,노말,60,지라치
5794,생명의물방울,물,0,지라치
5795,사념의박치기,에스퍼,80,지라치
5796,중력,에스퍼,0,지라치
5797,사이코키네시스,에스퍼,90,지라치
5798,코멧펀치,강철,90,지라치
5799,치유소원,에스퍼,0,지라치
5800,잠자기,에스퍼,0,지라치
5801,미래예지,에스퍼,120,지라치
5802,이판사판태클,노말,120,지라치
5803,코스믹파워,에스퍼,0,지라치
5804,비장의무기,노말,140,지라치
5805,파멸의소원,강철,140,지라치
5806,째려보기,노말,0,테오키스
5807,김밥말이,노말,15,테오키스
5808,나이트헤드,고스트,0,테오키스
5809,순간이동,에스퍼,0,테오키스
5810,탁쳐서떨구기,악,65,테오키스
5811,사이코쇼크,에스퍼,80,테오키스
5812,사이코키네시스,에스퍼,90,테오키스
5813,중력,에스퍼,0,테오키스
5814,스킬스왑,에스퍼,0,테오키스
5815,사념의박치기,에스퍼,80,테오키스
5816,코스믹파워,에스퍼,0,테오키스
5817,HP회복,노말,0,테오키스
5818,사이코부스트,에스퍼,140,테오키스
5819,파괴광선,노말,150,테오키스
5820,몸통박치기,노말,40,모부기
5821,껍질에숨기,물,0,모부기
5822,흡수,풀,20,모부기
5823,잎날가르기,풀,55,모부기
5824,저주,고스트,0,모부기
5825,물기,악,60,모부기
5826,메가드레인,풀,40,모부기
5827,씨뿌리기,풀,0,모부기
5828,광합성,풀,0,모부기
5829,깨물어부수기,악,80,모부기
5830,기가드레인,풀,75,모부기
5831,리프스톰,풀,130,모부기
5832,몸통박치기,노말,40,수풀부기
5833,껍질에숨기,물,0,수풀부기
5834,흡수,풀,20,수풀부기
5835,잎날가르기,풀,55,수풀부기
5836,저주,고스트,0,수풀부기
5837,물기,악,60,수풀부기
5838,메가드레인,풀,40,수풀부기
5839,씨뿌리기,풀,0,수풀부기
5840,광합성,풀,0,수풀부기
5841,깨물어부수기,악,80,수풀부기
5842,기가드레인,풀,75,수풀부기
5843,리프스톰,풀,130,수풀부기
5844,우드해머,풀,120,토대부기
5845,몸통박치기,노말,40,토대부기
5846,껍질에숨기,물,0,토대부기
5847,흡수,풀,20,토대부기
5848,잎날가르기,풀,55,토대부기
5849,지진,땅,100,토대부기
5850,저주,고스트,0,토대부기
5851,물기,악,60,토대부기
5852,메가드레인,풀,40,토대부기
5853,씨뿌리기,풀,0,토대부기
5854,광합성,풀,0,토대부기
5855,깨물어부수기,악,80,토대부기
5856,기가드레인,풀,75,토대부기
5857,리프스톰,풀,130,토대부기
5858,들이받기,땅,120,토대부기
5859,할퀴기,노말,40,불꽃숭이
5860,째려보기,노말,0,불꽃숭이
5861,불꽃세례,불꽃,40,불꽃숭이
5862,도발,악,0,불꽃숭이
5863,마구할퀴기,노말,18,불꽃숭이
5864,화염바퀴,불꽃,60,불꽃숭이
5865,나쁜음모,악,0,불꽃숭이
5866,트집,악,0,불꽃숭이
5867,객기,노말,70,불꽃숭이
5868,회오리불꽃,불꽃,35,불꽃숭이
5869,애크러뱃,비행,55,불꽃숭이
5870,게으름피우기,노말,0,불꽃숭이
5871,화염방사,불꽃,90,불꽃숭이
5872,할퀴기,노말,40,파이숭이
5873,째려보기,노말,0,파이숭이
5874,불꽃세례,불꽃,40,파이숭이
5875,마하펀치,격투,40,파이숭이
5876,도발,악,0,파이숭이
5877,마구할퀴기,노말,18,파이숭이
5878,화염바퀴,불꽃,60,파이숭이
5879,페인트,노말,30,파이숭이
5880,트집,악,0,파이숭이
5881,인파이트,격투,120,파이숭이
5882,회오리불꽃,불꽃,35,파이숭이
5883,애크러뱃,비행,55,파이숭이
5884,게으름피우기,노말,0,파이숭이
5885,플레어드라이브,불꽃,120,파이숭이
5886,마하펀치,격투,40,초염몽
5887,할퀴기,노말,40,초염몽
5888,째려보기,노말,0,초염몽
5889,불꽃세례,불꽃,40,초염몽
5890,도발,악,0,초염몽
5891,게으름피우기,노말,0,초염몽
5892,인파이트,격투,120,초염몽
5893,마구할퀴기,노말,18,초염몽
5894,화염바퀴,불꽃,60,초염몽
5895,페인트,노말,30,초염몽
5896,트집,악,0,초염몽
5897,회오리불꽃,불꽃,35,초염몽
5898,플레어드라이브,불꽃,120,초염몽
5899,애크러뱃,비행,55,초염몽
5900,명상,에스퍼,0,초염몽
5901,대격분,불꽃,120,초염몽
5902,막치기,노말,40,팽도리
5903,울음소리,노말,0,팽도리
5904,물대포,물,40,팽도리
5905,애교부리기,페어리,0,팽도리
5906,쪼기,비행,35,팽도리
5907,거품광선,물,65,팽도리
5908,뽐내기,노말,0,팽도리
5909,마구찌르기,노말,15,팽도리
5910,소금물,물,65,팽도리
5911,바다회오리,물,35,팽도리
5912,흰안개,얼음,0,팽도리
5913,회전부리,비행,80,팽도리
5914,하이드로펌프,물,110,팽도리
5915,몸통박치기,노말,40,팽태자
5916,울음소리,노말,0,팽태자
5917,물대포,물,40,팽태자
5918,메탈클로,강철,50,팽태자
5919,쪼기,비행,35,팽태자
5920,거품광선,물,65,팽태자
5921,뽐내기,노말,0,팽태자
5922,마구찌르기,노말,15,팽태자
5923,소금물,물,65,팽태자
5924,바다회오리,물,35,팽태자
5925,흰안개,얼음,0,팽태자
5926,회전부리,비행,80,팽태자
5927,하이드로펌프,물,110,팽태자
5928,메탈클로,강철,50,엠페르트
5929,몸통박치기,노말,40,엠페르트
5930,울음소리,노말,0,엠페르트
5931,물대포,물,40,엠페르트
5932,아쿠아제트,물,40,엠페르트
5933,칼춤,노말,0,엠페르트
5934,쪼기,비행,35,엠페르트
5935,거품광선,물,65,엠페르트
5936,뽐내기,노말,0,엠페르트
5937,마구찌르기,노말,15,엠페르트
5938,소금물,물,65,엠페르트
5939,바다회오리,물,35,엠페르트
5940,흰안개,얼음,0,엠페르트
5941,회전부리,비행,80,엠페르트
5942,하이드로펌프,물,110,엠페르트
5943,웨이브태클,물,120,엠페르트
5944,몸통박치기,노말,40,찌르꼬
5945,울음소리,노말,0,찌르꼬
5946,전광석화,노말,40,찌르꼬
5947,날개치기,비행,60,찌르꼬
5948,그림자분신,노말,0,찌르꼬
5949,죽기살기,노말,0,찌르꼬
5950,날려버리기,노말,0,찌르꼬
5951,제비반환,비행,60,찌르꼬
5952,돌진,노말,90,찌르꼬
5953,고속이동,에스퍼,0,찌르꼬
5954,브레이브버드,비행,120,찌르꼬
5955,목숨걸기,격투,0,찌르꼬
5956,몸통박치기,노말,40,찌르버드
5957,울음소리,노말,0,찌르버드
5958,전광석화,노말,40,찌르버드
5959,날개치기,비행,60,찌르버드
5960,그림자분신,노말,0,찌르버드
5961,죽기살기,노말,0,찌르버드
5962,날려버리기,노말,0,찌르버드
5963,제비반환,비행,60,찌르버드
5964,돌진,노말,90,찌르버드
5965,고속이동,에스퍼,0,찌르버드
5966,브레이브버드,비행,120,찌르버드
5967,목숨걸기,격투,0,찌르버드
5968,몸통박치기,노말,40,찌르호크
5969,울음소리,노말,0,찌르호크
5970,전광석화,노말,40,찌르호크
5971,날개치기,비행,60,찌르호크
5972,인파이트,격투,120,찌르호크
5973,그림자분신,노말,0,찌르호크
5974,죽기살기,노말,0,찌르호크
5975,날려버리기,노말,0,찌르호크
5976,제비반환,비행,60,찌르호크
5977,돌진,노말,90,찌르호크
5978,고속이동,에스퍼,0,찌르호크
5979,브레이브버드,비행,120,찌르호크
5980,목숨걸기,격투,0,찌르호크
5981,몸통박치기,노말,40,비버니
5982,울음소리,노말,0,비버니
5983,웅크리기,노말,0,비버니
5984,구르기,바위,30,비버니
5985,박치기,노말,70,비버니
5986,도발,악,0,비버니
5987,하품,노말,0,비버니
5988,깨물어부수기,악,80,비버니
5989,돌진,노말,90,비버니
5990,분노의앞니,노말,0,비버니
5991,칼춤,노말,0,비버니
5992,망각술,에스퍼,0,비버니
5993,엄청난힘,격투,120,비버니
5994,저주,고스트,0,비버니
5995,물대포,물,40,비버통
5996,아쿠아제트,물,40,비버통
5997,몸통박치기,노말,40,비버통
5998,울음소리,노말,0,비버통
5999,물대포,물,40,비버통
6000,웅크리기,노말,0,비버통
6001,구르기,바위,30,비버통
6002,박치기,노말,70,비버통
6003,도발,악,0,비버통
6004,하품,노말,0,비버통
6005,깨물어부수기,악,80,비버통
6006,돌진,노말,90,비버통
6007,분노의앞니,노말,0,비버통
6008,칼춤,노말,0,비버통
6009,망각술,에스퍼,0,비버통
6010,엄청난힘,격투,120,비버통
6011,저주,고스트,0,비버통
6012,울음소리,노말,0,귀뚤뚜기
6013,몸통박치기,노말,40,귀뚤뚜기
6014,벌레의저항,벌레,50,귀뚤뚜기
6015,벌레먹기,벌레,60,귀뚤뚜기
6016,울음소리,노말,0,귀뚤톡크
6017,몸통박치기,노말,40,귀뚤톡크
6018,연속자르기,벌레,40,귀뚤톡크
6019,흡수,풀,20,귀뚤톡크
6020,노래하기,노말,0,귀뚤톡크
6021,기충전,노말,0,귀뚤톡크
6022,베어가르기,노말,70,귀뚤톡크
6023,시저크로스,벌레,80,귀뚤톡크
6024,싫은소리,노말,0,귀뚤톡크
6025,마지막일침,벌레,50,귀뚤톡크
6026,도발,악,0,귀뚤톡크
6027,깜짝베기,악,70,귀뚤톡크
6028,끈적끈적네트,벌레,0,귀뚤톡크
6029,벌레의야단법석,벌레,90,귀뚤톡크
6030,멸망의노래,노말,0,귀뚤톡크
6031,몸통박치기,노말,40,꼬링크
6032,째려보기,노말,0,꼬링크
6033,전기쇼크,전기,40,꼬링크
6034,충전,전기,0,꼬링크
6035,물기,악,60,꼬링크
6036,스파크,전기,65,꼬링크
6037,울부짖기,노말,0,꼬링크
6038,볼트체인지,전기,70,꼬링크
6039,겁나는얼굴,노말,0,꼬링크
6040,전기자석파,전기,0,꼬링크
6041,깨물어부수기,악,80,꼬링크
6042,방전,전기,80,꼬링크
6043,뽐내기,노말,0,꼬링크
6044,와일드볼트,전기,90,꼬링크
6045,몸통박치기,노말,40,럭시오
6046,째려보기,노말,0,럭시오
